dcid,sentence
NAICS335224,Household laundry equipment manufacturing
NAICS335228,Other major household appliance manufacturing
NAICS3353,Electrical equipment manufacturing
NAICS33531,Electrical equipment manufacturing
NAICS/335311,"Electric power and specialty transformer mfg."",""Power, Distribution, and Specialty Transformer Manufacturing"
NAICS/335312,"Motor and generator manufacturing"",""Motor and Generator Manufacturing"
NAICS/335313,"Switchgear and switchboard apparatus mfg."",""Switchgear and Switchboard Apparatus Manufacturing"
NAICS/335314,"Relay and industrial control manufacturing"",""Relay and Industrial Control Manufacturing"
NAICS3359,Other electrical equipment and component mfg.
NAICS33591,Battery manufacturing
NAICS/335911,"Storage battery manufacturing"",""Storage Battery Manufacturing"
NAICS/335912,"Primary battery manufacturing"",""Primary Battery Manufacturing"
NAICS33592,Communication and energy wire and cable mfg.
NAICS/335921,"Fiber optic cable manufacturing"",""Fiber Optic Cable Manufacturing"
NAICS/335929,"Other communication and energy wire mfg."",""Other Communication and Energy Wire Manufacturing"
NAICS33593,Wiring device manufacturing
NAICS/335931,"Current-carrying wiring device manufacturing"",""Current-Carrying Wiring Device Manufacturing"
NAICS/335932,"Noncurrent-carrying wiring device mfg."",""Noncurrent-Carrying Wiring Device Manufacturing"
NAICS33599,Other electrical equipment and component mfg.
NAICS/335991,"Carbon and graphite product manufacturing"",""Carbon and Graphite Product Manufacturing"
NAICS/335999,"Miscellaneous electrical equipment mfg."",""All Other Miscellaneous Electrical Equipment and Component Manufacturing"
NAICS336,Transportation equipment manufacturing
NAICS3361,Motor vehicle manufacturing
NAICS33611,Automobile and light truck manufacturing
NAICS/336111,"Automobile manufacturing"",""Automobile Manufacturing"
NAICS/336112,"Light truck and utility vehicle manufacturing"",""Light Truck and Utility Vehicle Manufacturing"
NAICS33612,Heavy duty truck manufacturing
NAICS/336120,"Heavy duty truck manufacturing"",""Heavy Duty Truck Manufacturing"
NAICS3362,Motor vehicle body and trailer manufacturing
NAICS33621,Motor vehicle body and trailer manufacturing
NAICS/336211,"Motor vehicle body manufacturing"",""Motor Vehicle Body Manufacturing"
NAICS/336212,"Truck trailer manufacturing"",""Truck Trailer Manufacturing"
NAICS/336213,"Motor home manufacturing"",""Motor Home Manufacturing"
NAICS/336214,"Travel trailer and camper manufacturing"",""Travel Trailer and Camper Manufacturing"
NAICS3363,Motor vehicle parts manufacturing
NAICS3361-3363,Motor vehicles and parts
NAICS33631,Motor vehicle gasoline engine and parts mfg.
NAICS/336310,"Motor vehicle gasoline engine and parts mfg."",""Motor Vehicle Gasoline Engine and Engine Parts Manufacturing"
NAICS336311,"Carburetor, piston, ring, and valve mfg."
NAICS336312,Gasoline engine and engine parts mfg.
NAICS33632,Motor vehicle electric equipment mfg.
NAICS/336320,"Motor vehicle electric equipment mfg."",""Motor Vehicle Electrical and Electronic Equipment Manufacturing"
NAICS336321,Vehicular lighting equipment manufacturing
NAICS336322,Other motor vehicle electric equipment mfg.
NAICS33633,Motor vehicle steering and suspension parts
NAICS/336330,"Motor vehicle steering and suspension parts"",""Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing"
NAICS33634,Motor vehicle brake system manufacturing
NAICS/336340,"Motor vehicle brake system manufacturing"",""Motor Vehicle Brake System Manufacturing"
NAICS33635,Motor vehicle power train components mfg.
NAICS/336350,"Motor vehicle power train components mfg."",""Motor Vehicle Transmission and Power Train Parts Manufacturing"
NAICS33636,Motor vehicle seating and interior trim mfg.
NAICS/336360,"Motor vehicle seating and interior trim mfg."",""Motor Vehicle Seating and Interior Trim Manufacturing"
NAICS33637,Motor vehicle metal stamping
NAICS/336370,"Motor vehicle metal stamping"",""Motor Vehicle Metal Stamping"
NAICS33639,Other motor vehicle parts manufacturing
NAICS/336390,"Other motor vehicle parts manufacturing"",""Other Motor Vehicle Parts Manufacturing"
NAICS336391,Motor vehicle air-conditioning manufacturing
NAICS336399,All other motor vehicle parts manufacturing
NAICS3364,Aerospace product and parts manufacturing
NAICS33641,Aerospace product and parts manufacturing
NAICS/336411,"Aircraft manufacturing"",""Aircraft Manufacturing"
NAICS/336412,"Aircraft engine and engine parts mfg."",""Aircraft Engine and Engine Parts Manufacturing"
NAICS/336413,"Other aircraft parts and equipment"",""Other Aircraft Parts and Auxiliary Equipment Manufacturing"
NAICS/336414,"Guided missile and space vehicle mfg."",""Guided Missile and Space Vehicle Manufacturing"
NAICS/336415,"Space vehicle propulsion units and parts mfg."",""Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing"
NAICS/336419,"Other guided missile and space vehicle parts"",""Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing"
NAICS3365,Railroad rolling stock manufacturing
NAICS33651,Railroad rolling stock manufacturing
NAICS/336510,"Railroad rolling stock manufacturing"",""Railroad Rolling Stock Manufacturing"
NAICS3366,Ship and boat building
NAICS33661,Ship and boat building
NAICS/336611,"Ship building and repairing"",""Ship Building and Repairing"
NAICS/336612,"Boat building"",""Boat Building"
NAICS3369,Other transportation equipment manufacturing
NAICS33699,Other transportation equipment manufacturing
NAICS/336991,"Motorcycle, Bicycle, and Parts Manufacturing"",""Motorcycle, bicycle, and parts manufacturing"
NAICS/336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing"",""Military armored vehicles and tank parts mfg."
NAICS/336999,"All other transportation equipment mfg."",""All Other Transportation Equipment Manufacturing"
NAICS337,Furniture and related product manufacturing
NAICS3371,Household and institutional furniture mfg.
NAICS33711,Wood kitchen cabinet and counter top mfg.
NAICS/337110,"Wood kitchen cabinet and counter top mfg."",""Wood Kitchen Cabinet and Countertop Manufacturing"
NAICS33712,Other household and institutional furniture
NAICS/337121,"Upholstered household furniture manufacturing"",""Upholstered Household Furniture Manufacturing"
NAICS/337122,"Non upholstered wood household furniture mfg."",""Nonupholstered Wood Household Furniture Manufacturing"
NAICS/337124,"Metal household furniture manufacturing"",""Metal Household Furniture Manufacturing"
NAICS/337125,"Household Furniture (except Wood and Metal) Manufacturing"",""Household furniture, exc. wood or metal, mfg."
NAICS/337127,"Institutional furniture manufacturing"",""Institutional Furniture Manufacturing"
NAICS337129,"Wood tv, radio, and sewing machine housings"
NAICS3372,Office furniture and fixtures manufacturing
NAICS33721,Office furniture and fixtures manufacturing
NAICS/337211,"Wood office furniture manufacturing"",""Wood Office Furniture Manufacturing"
NAICS/337212,"Custom architectural woodwork and millwork"",""Custom Architectural Woodwork and Millwork Manufacturing"
NAICS/337214,"Office Furniture (except Wood) Manufacturing"",""Office furniture, except wood, manufacturing"
NAICS/337215,"Showcase, Partition, Shelving, and Locker Manufacturing"",""Showcases, partitions, shelving, and lockers"
NAICS3379,Other furniture related product manufacturing
NAICS33791,Mattress manufacturing
NAICS/337910,"Mattress manufacturing"",""Mattress Manufacturing"
NAICS33792,Blind and shade manufacturing
NAICS/337920,"Blind and shade manufacturing"",""Blind and Shade Manufacturing"
NAICS339,Miscellaneous manufacturing
NAICS3391,Medical equipment and supplies manufacturing
NAICS33911,Medical equipment and supplies manufacturing
NAICS339111,Laboratory apparatus and furniture mfg.
NAICS/339112,"Surgical and medical instrument manufacturing"",""Surgical and Medical Instrument Manufacturing"
NAICS/339113,"Surgical appliance and supplies manufacturing"",""Surgical Appliance and Supplies Manufacturing"
NAICS/339114,"Dental equipment and supplies manufacturing"",""Dental Equipment and Supplies Manufacturing"
NAICS/339115,"Ophthalmic goods manufacturing"",""Ophthalmic Goods Manufacturing"
NAICS/339116,"Dental laboratories"",""Dental Laboratories"
NAICS3399,Other miscellaneous manufacturing
NAICS33991,Jewelry and silverware manufacturing
NAICS/339910,"Jewelry and silverware manufacturing"",""Jewelry and Silverware Manufacturing"
NAICS339911,"Jewelry, except costume, manufacturing"
NAICS339912,Silverware and hollowware manufacturing
NAICS339913,Jewelers' material and lapidary work mfg.
NAICS339914,Costume jewelry and novelty manufacturing
NAICS33992,Sporting and athletic goods manufacturing
NAICS/339920,"Sporting and athletic goods manufacturing"",""Sporting and Athletic Goods Manufacturing"
NAICS33993,"Doll, toy, and game manufacturing"
NAICS/339930,"Doll, Toy, and Game Manufacturing"",""Doll, toy, and game manufacturing"
NAICS339931,Doll and stuffed toy manufacturing
NAICS339932,"Game, toy, and children's vehicle mfg."
NAICS33994,"Office supplies, except paper, manufacturing"
NAICS/339940,"Office Supplies (except Paper) Manufacturing"",""Office supplies, except paper, manufacturing"
NAICS339941,Pen and mechanical pencil manufacturing
NAICS339942,Lead pencil and art good manufacturing
NAICS339943,Marking device manufacturing
NAICS339944,Carbon paper and inked ribbon manufacturing
NAICS33995,Sign manufacturing
NAICS/339950,"Sign manufacturing"",""Sign Manufacturing"
NAICS33999,All other miscellaneous manufacturing
NAICS/339991,"Gasket, Packing, and Sealing Device Manufacturing"",""Gasket, packing, and sealing device mfg."
NAICS/339992,"Musical instrument manufacturing"",""Musical Instrument Manufacturing"
NAICS/339993,"Fastener, Button, Needle, and Pin Manufacturing"",""Fastener, button, needle, and pin mfg."
NAICS/339994,"Broom, Brush, and Mop Manufacturing"",""Broom, brush, and mop manufacturing"
NAICS/339995,"Burial casket manufacturing"",""Burial Casket Manufacturing"
NAICS/339999,"All other miscellaneous manufacturing"",""All Other Miscellaneous Manufacturing"
NAICS42,Wholesale trade
NAICS423,"Merchant wholesalers, durable goods"
NAICS4231,Motor vehicle and parts merchant wholesalers
NAICS42311,Motor vehicle merchant wholesalers
NAICS/423110,"Motor vehicle merchant wholesalers"",""Automobile and Other Motor Vehicle Merchant Wholesalers"
NAICS42312,New motor vehicle parts merchant wholesalers
NAICS/423120,"New motor vehicle parts merchant wholesalers"",""Motor Vehicle Supplies and New Parts Merchant Wholesalers"
NAICS42313,Tire and tube merchant wholesalers
NAICS/423130,"Tire and tube merchant wholesalers"",""Tire and Tube Merchant Wholesalers"
NAICS42314,Used motor vehicle parts merchant wholesalers
NAICS/423140,"Used motor vehicle parts merchant wholesalers"",""Motor Vehicle Parts (Used) Merchant Wholesalers"
NAICS4232,Furniture and furnishing merchant wholesalers
NAICS42321,Furniture merchant wholesalers
NAICS/423210,"Furniture merchant wholesalers"",""Furniture Merchant Wholesalers"
NAICS42322,Home furnishing merchant wholesalers
NAICS/423220,"Home furnishing merchant wholesalers"",""Home Furnishing Merchant Wholesalers"
NAICS4233,Lumber and const. supply merchant wholesalers
NAICS42331,Lumber and wood merchant wholesalers
NAICS/423310,"Lumber and wood merchant wholesalers"",""Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers"
NAICS42332,Masonry material merchant wholesalers
NAICS/423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers"",""Masonry material merchant wholesalers"
NAICS42333,Roofing and siding merchant wholesalers
NAICS/423330,"Roofing and siding merchant wholesalers"",""Roofing, Siding, and Insulation Material Merchant Wholesalers"
NAICS42339,Other const. material merchant wholesalers
NAICS/423390,"Other const. material merchant wholesalers"",""Other Construction Material Merchant Wholesalers"
NAICS4234,Commercial equip. merchant wholesalers
NAICS42341,Photographic equip. merchant wholesalers
NAICS/423410,"Photographic equip. merchant wholesalers"",""Photographic Equipment and Supplies Merchant Wholesalers"
NAICS42342,Office equipment merchant wholesalers
NAICS/423420,"Office equipment merchant wholesalers"",""Office Equipment Merchant Wholesalers"
NAICS42343,Computer and software merchant wholesalers
NAICS/423430,"Computer and software merchant wholesalers"",""Computer and Computer Peripheral Equipment and Software Merchant Wholesalers"
NAICS42344,Other commercial equip. merchant wholesalers
NAICS/423440,"Other commercial equip. merchant wholesalers"",""Other Commercial Equipment Merchant Wholesalers"
NAICS42345,Medical equipment merchant wholesalers
NAICS/423450,"Medical equipment merchant wholesalers"",""Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers"
NAICS42346,Ophthalmic goods merchant wholesalers
NAICS/423460,"Ophthalmic goods merchant wholesalers"",""Ophthalmic Goods Merchant Wholesalers"
NAICS42349,Other professional equip. merchant wholesaler
NAICS/423490,"Other professional equip. merchant wholesaler"",""Other Professional Equipment and Supplies Merchant Wholesalers"
NAICS4235,Metal and mineral merchant wholesalers
NAICS42351,Metal merchant wholesalers
NAICS/423510,"Metal merchant wholesalers"",""Metal Service Centers and Other Metal Merchant Wholesalers"
